,Location,Never_Marrieds,Marrieds,Divorceds,Separateds,Widoweds
26125,"Pueblo East, Texas",0.0,0.0,0.0,0.0,0.0
26126,"Pueblo Nuevo, Texas",40.18,52.46,0.0,7.37,0.0
26127,"Quail Creek, Texas",35.91,47.65,5.98,2.58,7.88
26128,"Quesada, Texas",0.0,0.0,0.0,0.0,0.0
26129,"Rafael Pena, Texas",0.0,0.0,0.0,0.0,0.0
26130,"Ramireno, Texas",66.67,33.33,0.0,0.0,0.0
26131,"Ramirez-Perez, Texas",53.06,0.0,46.94,0.0,0.0
26132,"Ramos, Texas",37.55,54.15,7.11,0.0,1.19
26133,"Ranchitos East, Texas",28.96,52.19,4.04,14.81,0.0
26134,"Rancho Viejo, Texas",20.25,79.75,0.0,0.0,0.0
26135,"Randolph AFB, Texas",20.45,75.49,1.68,1.54,0.84
26136,"Redfield, Texas",30.77,36.75,13.68,0.0,18.8
26137,"Regino Ramirez, Texas",23.94,76.06,0.0,0.0,0.0
26138,"Plantersville, Texas",28.41,36.12,23.79,3.3,8.37
26139,"Roman Forest, Texas",23.16,57.38,12.04,1.29,6.13
26140,"Spring Branch, Texas",0.0,55.56,44.44,0.0,0.0
26141,"Valle Verde, Texas",0.0,0.0,0.0,0.0,0.0
26142,"Valle Vista, Texas",67.02,32.98,0.0,0.0,0.0
26143,"Valley View, Texas",22.3,56.1,16.55,1.68,3.37
26144,"Victoria Vera, Texas",71.08,0.0,0.0,0.0,28.92
26145,"Villarreal, Texas",57.14,42.86,0.0,0.0,0.0
26146,"Warren, Texas",16.84,63.46,12.33,3.46,3.91
26147,"Welch, Texas",24.03,65.89,4.65,0.0,5.43
26148,"West Alto Bonito, Texas",35.27,56.28,8.45,0.0,0.0
26149,"Western Lake, Texas",22.07,46.35,25.47,2.72,3.4
26150,"Westminster, Texas",24.88,45.07,20.36,0.0,9.69
26151,"Westwood Shores, Texas",15.33,60.17,12.33,0.0,12.17
26152,"Wildwood, Texas",12.68,81.15,2.95,0.0,3.21
26153,"Zarate, Texas",0.0,0.0,0.0,100.0,0.0
26154,"César Chávez, Texas",23.94,59.59,14.61,1.87,0.0
26155,"Coyote Flats, Texas",10.22,73.72,9.49,0.36,6.2
26156,"Providence Village, Texas",23.64,56.41,17.38,0.79,1.78
26157,"Sandy Point, Texas",22.94,49.54,13.76,8.26,5.5
26158,"Valle Hermoso, Texas",0.0,0.0,0.0,0.0,0.0
26159,"Travis Ranch, Texas",24.69,60.55,5.98,2.84,5.94
26160,"Tivoli, Texas",30.38,43.68,12.86,2.88,10.2
26161,"Tilden, Texas",31.33,44.58,3.01,10.84,10.24
26162,"Seco Mines, Texas",21.13,75.0,0.0,3.87,0.0
26163,"Shadybrook, Texas",21.21,59.32,10.41,1.86,7.2
26164,"Sherwood Shores, Texas",11.31,62.07,22.61,0.72,3.29
26165,"Siesta Acres, Texas",25.78,62.17,6.81,2.04,3.22
26166,"South La Paloma, Texas",16.02,59.74,0.0,0.0,24.24
26167,"Spring Gardens, Texas",48.66,38.97,8.45,0.0,3.92
26168,"Staples, Texas",15.35,62.79,13.95,0.93,6.98
26169,"Study Butte, Texas",12.74,61.78,15.92,0.0,9.55
26170,"Pine Harbor, Texas",13.07,61.2,20.58,0.97,4.17
26171,"Tanquecitos South Acres, Texas",40.59,21.78,25.74,0.0,11.88
26172,"Sunset CDP (Starr County), Texas",30.0,70.0,0.0,0.0,0.0
26173,"Sunset Acres, Texas",0.0,0.0,0.0,0.0,0.0
26174,"Tanquecitos South Acres II, Texas",0.0,0.0,0.0,0.0,0.0
26175,"Terlingua, Texas",25.61,47.56,2.44,0.0,24.39
26176,"Thompsonville, Texas",47.47,52.53,0.0,0.0,0.0
26177,"Thunderbird Bay, Texas",5.27,53.75,29.41,0.0,11.56
26178,"Tierra Dorada, Texas",0.0,0.0,0.0,0.0,0.0
26179,"Tierra Verde, Texas",67.04,27.15,5.82,0.0,0.0
26180,"Sunset CDP (Montague County), Texas",26.18,60.6,3.24,0.0,9.98
26181,"Anahuac, Texas",33.68,47.48,9.58,1.67,7.6
26182,"Perrin, Texas",32.05,43.16,15.81,4.7,4.27
26183,"Pena, Texas",53.33,46.67,0.0,0.0,0.0
26184,"Newcastle, Texas",32.28,54.22,4.64,0.0,8.86
26185,"Harlingen, Texas",34.36,46.12,9.24,3.01,7.27
26186,"Oak Trail Shores, Texas",26.91,47.53,17.76,1.79,6.01
26187,"Spearman, Texas",22.58,57.77,7.55,2.9,9.2
26188,"Crandall, Texas",28.63,59.2,6.91,1.22,4.03
26189,"Bevil Oaks, Texas",21.01,66.7,6.28,0.0,6.01
26190,"Booker, Texas",28.27,55.05,8.17,1.49,7.02
26191,"Concepcion, Texas",60.87,19.57,0.0,0.0,19.57
26192,"Skidmore, Texas",40.02,44.09,9.84,0.0,6.05
26193,"Aledo, Texas",28.64,55.62,9.6,3.04,3.11
26194,"Cool, Texas",25.48,48.41,15.92,3.82,6.37
26195,"Weatherford, Texas",27.51,50.08,12.91,2.14,7.37
26196,"La Grange, Texas",31.5,42.25,16.61,2.67,6.97
26197,"West, Texas",26.13,45.92,12.87,1.43,13.65
26198,"Todd Mission, Texas",19.44,58.33,22.22,0.0,0.0
26199,"Boerne, Texas",24.96,53.26,13.52,1.37,6.89
26200,"Bynum, Texas",28.25,51.12,8.07,9.42,3.14
26201,"Tehuacana, Texas",18.07,50.6,19.88,2.41,9.04
26202,"Franklin, Texas",28.59,46.99,12.86,4.72,6.84
26203,"Los Fresnos, Texas",30.28,51.98,6.33,4.43,6.99
26204,"Wixon Valley, Texas",18.5,53.76,16.18,5.2,6.36
26205,"Rose Hill Acres, Texas",21.5,60.88,10.88,0.78,5.96
26206,"Smyer, Texas",35.7,45.16,10.75,4.3,4.09
26207,"Mineola, Texas",30.45,42.46,14.45,1.22,11.42
26208,"Campbell, Texas",19.42,52.69,13.46,3.08,11.35
26209,"Greenville, Texas",29.9,45.76,14.17,3.49,6.69
26210,"Quinlan, Texas",27.83,42.19,12.44,4.63,12.92
26211,"Wolfe City, Texas",26.2,51.67,7.23,0.81,14.09
26212,"Marion, Texas",26.3,41.92,16.58,2.47,12.74
26213,"Garland, Texas",32.88,49.38,10.87,2.34,4.54
26214,"Grapevine, Texas",30.42,50.61,13.75,1.75,3.48
26215,"Richardson, Texas",31.98,51.88,9.71,1.49,4.94
26216,"Lasara, Texas",34.39,49.85,10.76,0.0,5.0
26217,"Raymondville, Texas",41.51,38.58,10.12,4.27,5.52
26218,"Chester, Texas",17.24,57.09,14.18,8.05,3.45
26219,"Colmesneil, Texas",15.92,55.84,16.14,0.0,12.1
26220,"Floresville, Texas",31.6,43.26,14.1,2.56,8.47
26221,"Poth, Texas",23.16,65.07,4.72,2.76,4.29
26222,"Walnut Springs, Texas",29.65,51.92,9.13,2.88,6.41
26223,"Windom, Texas",26.95,48.94,12.06,0.0,12.06
26224,"Coffee City, Texas",18.15,52.42,14.52,2.02,12.9
26225,"Trinidad, Texas",28.05,43.49,14.36,2.15,11.95
26226,"Rule, Texas",10.97,58.18,14.29,1.24,15.32
26227,"Celeste, Texas",22.58,52.23,13.21,5.68,6.3
26228,"Glenn Heights, Texas",37.26,44.07,11.42,1.46,5.78
26229,"Rising Star, Texas",33.29,35.74,20.74,3.96,6.28
26230,"Lake Kiowa, Texas",9.98,69.83,10.38,2.86,6.95
26231,"Lexington, Texas",23.5,48.64,17.09,1.23,9.53
26232,"Stinnett, Texas",20.92,58.25,10.81,2.06,7.96
26233,"Runaway Bay, Texas",16.71,60.6,12.08,2.62,7.99
26234,"Farwell, Texas",19.59,59.19,7.3,0.95,12.97
26235,"Charlotte, Texas",34.27,43.08,7.74,7.08,7.83
26236,"Hawk Cove, Texas",25.31,40.29,21.62,2.95,9.83
26237,"McQueeney, Texas",19.96,51.66,13.08,4.18,11.11
26238,"Seguin, Texas",33.63,41.54,13.6,3.16,8.07
26239,"Palo Pinto, Texas",41.61,26.17,20.81,4.03,7.38
26240,"Fresno, Texas",35.82,48.97,7.17,2.98,5.06
26241,"Sandy Oaks, Texas",36.7,44.09,15.02,2.66,1.53
26242,"Sonterra, Texas",23.6,60.37,10.03,2.96,3.05
26243,"La Rosita, Texas",66.07,33.93,0.0,0.0,0.0
26244,"Falcon Heights, Texas",0.0,100.0,0.0,0.0,0.0
26245,"Serenada, Texas",20.12,68.93,5.63,3.39,1.93
26246,"Winnsboro, Texas",23.97,37.64,20.63,6.2,11.56
26247,"New Berlin, Texas",22.98,57.81,6.28,0.0,12.93
26248,"Indian Hills, Texas",42.13,49.76,2.23,2.04,3.84
26249,"La Homa, Texas",33.96,51.82,4.99,5.09,4.14
26250,"Mila Doce, Texas",37.68,44.39,4.04,6.37,7.52
26251,"Olivarez, Texas",34.01,44.63,4.95,10.89,5.52
26252,"Pilot Point, Texas",33.21,39.81,16.18,2.42,8.39
26253,"Corpus Christi, Texas",33.57,45.9,12.01,2.55,5.97
26254,"North San Pedro, Texas",37.78,42.86,14.69,0.0,4.67
26255,"Perezville, Texas",23.95,57.79,3.3,4.24,10.73
26256,"Annetta South, Texas",28.82,64.97,3.55,0.89,1.77
26257,"Oilton, Texas",35.29,50.42,9.24,0.0,5.04
26258,"Timbercreek Canyon village, Texas",18.41,69.9,7.71,0.0,3.98
26259,"Nocona, Texas",19.83,48.96,16.5,2.78,11.93
26260,"La Victoria, Texas",34.35,44.27,21.37,0.0,0.0
26261,"Hedley, Texas",21.05,43.32,21.46,0.4,13.77
26262,"Rockport, Texas",22.04,53.97,15.49,3.05,5.44
26263,"Beaumont, Texas",37.72,41.57,12.07,2.32,6.32
26264,"Waco, Texas",43.89,37.53,10.66,2.23,5.69
26265,"East Tawakoni, Texas",19.3,51.25,22.3,0.83,6.32
26266,"Blossom, Texas",20.0,52.06,19.03,2.19,6.72
26267,"Clarksville, Texas",35.66,35.99,12.29,4.72,11.33
26268,"Henrieville, Utah",24.75,55.94,7.92,3.96,7.43
26269,"Stansbury Park, Utah",24.06,67.13,5.5,2.36,0.95
26270,"Dugway, Utah",21.98,69.17,4.56,0.0,4.29
26271,"West Valley City, Utah",34.13,48.58,10.29,3.23,3.77
26272,"South Salt Lake, Utah",41.5,37.44,13.12,3.23,4.72
26273,"South Jordan, Utah",24.46,64.03,7.79,1.2,2.52
26274,"Riverton, Utah",23.35,66.23,7.15,0.6,2.67
26275,"Kingston, Utah",22.12,52.21,8.85,0.0,16.81
26276,"Blanding, Utah",30.17,49.01,12.12,2.76,5.92
26277,"West Haven, Utah",31.39,58.87,4.85,2.95,1.94
26278,"Scofield, Utah",20.0,80.0,0.0,0.0,0.0
26279,"Roy, Utah",26.68,53.55,13.96,2.34,3.47
26280,"Washington Terrace, Utah",24.3,50.26,13.93,2.27,9.25
26281,"Pleasant View, Utah",27.28,64.01,6.51,0.49,1.72
26282,"Timber Lakes, Utah",0.0,78.6,21.4,0.0,0.0
26283,"Pleasant Grove, Utah",30.55,58.46,6.42,0.86,3.71
26284,"Highland, Utah",29.83,65.47,2.76,0.58,1.36
26285,"Helper, Utah",21.17,56.76,15.51,1.26,5.29
26286,"Brian Head, Utah",29.58,40.85,22.54,0.0,7.04
26287,"Neola, Utah",30.09,58.93,7.21,0.0,3.76
26288,"Altamont, Utah",20.55,63.7,7.53,0.0,8.22
26289,"Brigham City, Utah",22.6,59.68,10.94,0.92,5.87
26290,"Mantua, Utah",20.61,65.46,8.97,0.38,4.58
26291,"Farmington, Utah",25.16,63.0,9.33,0.8,1.71
26292,"West Point, Utah",25.0,64.71,6.29,1.36,2.65
26293,"Enoch, Utah",24.41,68.27,5.25,0.26,1.81
26294,"Beaver, Utah",18.6,65.21,5.82,2.41,7.96
26295,"Ephraim, Utah",45.72,46.36,4.96,1.12,1.85
26296,"Fayette, Utah",4.35,81.52,9.24,4.35,0.54
26297,"Glendale, Utah",28.5,50.26,10.36,1.04,9.84
26298,"Kanab, Utah",24.41,48.51,19.0,0.47,7.61
26299,"Clarkston, Utah",25.84,63.12,4.54,1.58,4.93
26300,"Cornish, Utah",40.0,45.62,12.5,0.0,1.88
26301,"Fairview, Utah",18.18,69.66,5.53,0.0,6.62
26302,"Moroni, Utah",18.55,75.32,3.57,0.26,2.3
26303,"North Logan, Utah",36.37,55.1,4.02,0.38,4.13
26304,"Deweyville, Utah",18.67,65.19,8.54,3.16,4.43
26305,"North Salt Lake, Utah",26.53,59.67,9.72,1.82,2.26
26306,"Plain City, Utah",22.64,64.64,9.59,0.33,2.8
26307,"Holden, Utah",15.86,70.0,8.28,0.0,5.86
26308,"Riverdale, Utah",24.69,57.57,11.07,1.47,5.2
26309,"Goshen, Utah",27.73,63.67,3.52,1.17,3.91
26310,"Sigurd, Utah",19.46,62.32,7.64,3.45,7.14
26311,"Hatch, Utah",18.75,59.38,6.25,0.0,15.62
26312,"Holladay, Utah",24.39,57.9,10.93,1.11,5.67
26313,"Bluffdale, Utah",23.53,66.48,7.08,0.44,2.46
26314,"Moab, Utah",23.79,54.62,12.31,3.0,6.28
26315,"American Fork, Utah",26.01,60.42,8.29,1.36,3.93
26316,"West Bountiful, Utah",28.77,60.92,6.83,0.27,3.21
26317,"Eureka, Utah",16.88,62.22,11.34,1.51,8.06
26318,"Kaysville, Utah",23.94,66.03,6.46,0.66,2.91
26319,"Centerville, Utah",20.55,64.25,10.39,0.58,4.23
26320,"Tremonton, Utah",24.56,63.02,6.53,0.75,5.14
26321,"Elwood, Utah",20.66,68.87,5.37,0.96,4.13
26322,"Smithfield, Utah",26.95,63.68,6.13,0.64,2.61
26323,"Lewiston, Utah",23.53,69.0,3.77,0.41,3.29
26324,"Avon, Utah",12.79,81.98,2.33,0.0,2.91
26325,"Elsinore, Utah",12.44,67.5,13.69,0.93,5.44
26326,"Aneth, Utah",63.16,19.05,10.03,5.76,2.01
26327,"Manti, Utah",21.59,65.86,8.96,0.58,3.01
26328,"Spring City, Utah",20.52,69.54,5.46,0.33,4.15
26329,"New Harmony, Utah",10.97,80.0,3.23,0.0,5.81
26330,"Washington, Utah",20.69,67.8,6.59,0.55,4.37
26331,"Hurricane, Utah",26.53,53.84,13.7,1.23,4.7
26332,"Torrey, Utah",5.91,68.78,14.77,0.0,10.55
26333,"Vernal, Utah",27.06,45.07,20.91,1.23,5.73
26334,"Rush Valley, Utah",18.71,64.2,13.16,0.0,3.93
26335,"Oakley, Utah",19.36,71.28,5.44,0.18,3.75
26336,"Coalville, Utah",25.28,60.95,6.75,3.12,3.9
26337,"Sterling, Utah",21.35,52.08,18.23,1.56,6.77
26338,"Marysvale, Utah",25.92,53.44,14.4,0.0,6.24
26339,"Ogden, Utah",32.96,45.31,15.28,2.67,3.78
26340,"Spring Lake, Utah",32.07,53.54,11.87,0.0,2.53
26341,"Cedar Fort, Utah",22.69,61.11,11.11,0.93,4.17
26342,"Junction, Utah",25.16,49.68,13.55,0.0,11.61
26343,"Springdale, Utah",26.5,50.27,15.3,1.91,6.01
26344,"Naples, Utah",20.24,59.52,15.08,0.6,4.56
26345,"Fort Duchesne, Utah",67.53,22.59,5.88,0.0,4.0
26346,"Summit Park, Utah",26.01,61.36,8.06,2.59,1.97
26347,"Lindon, Utah",28.54,61.28,5.7,0.98,3.5
26348,"Elmo, Utah",18.42,57.89,6.77,0.0,16.92
26349,"Hinckley, Utah",18.65,59.55,13.48,3.82,4.49
26350,"Portage, Utah",19.77,63.84,9.6,0.0,6.78
26351,"Charleston, Utah",21.58,69.36,4.82,0.39,3.85
26352,"Wendover, Utah",46.31,32.17,9.89,6.38,5.26
26353,"Maeser, Utah",27.2,59.77,7.79,0.48,4.76
26354,"Randlett, Utah",45.61,47.37,7.02,0.0,0.0
26355,"Whiterocks, Utah",55.43,6.29,33.71,0.0,4.57
26356,"Hildale, Utah",55.34,35.5,6.81,2.04,0.32
26357,"Leeds, Utah",18.4,63.06,9.41,0.98,8.15
26358,"Woodland, Utah",20.99,57.46,5.52,0.0,16.02
26359,"St. George, Utah",24.81,56.73,10.46,2.07,5.94
26360,"Paradise, Utah",27.28,65.33,4.26,1.0,2.13
26361,"Peter, Utah",13.89,77.22,6.39,0.0,2.5
26362,"Howell, Utah",18.72,68.47,7.39,0.0,5.42
26363,"Clearfield, Utah",28.5,54.39,11.57,2.13,3.41
26364,"Paragonah, Utah",22.74,62.19,8.22,1.37,5.48
26365,"Delta, Utah",21.55,61.08,10.25,0.34,6.78
26366,"Meadow, Utah",21.67,65.02,4.93,2.46,5.91
26367,"Cache, Utah",0.0,0.0,0.0,0.0,0.0
26368,"Francis, Utah",24.97,62.54,6.92,0.91,4.65
26369,"Uintah, Utah",24.16,60.56,9.63,1.6,4.05
26370,"Marriott-Slaterville, Utah",25.71,57.94,11.59,1.27,3.5
26371,"Erda, Utah",30.54,56.53,8.28,0.96,3.69
26372,"Ballard, Utah",26.56,53.25,14.66,2.49,3.04
26373,"Santa Clara, Utah",21.71,69.2,5.91,0.0,3.18
26374,"Genola, Utah",26.69,62.96,6.54,0.65,3.16
26375,"Lehi, Utah",23.71,68.74,4.99,0.48,2.07
26376,"Orem, Utah",31.81,57.62,6.18,1.13,3.26
26377,"Provo, Utah",47.14,45.08,4.67,1.11,2.0
26378,"Bicknell, Utah",11.63,65.7,15.7,0.0,6.98
26379,"Enterprise, Utah",22.59,67.44,6.79,1.29,1.89
26380,"Alpine, Utah",27.55,67.73,2.23,0.49,1.99
26381,"Elberta, Utah",13.11,73.77,0.0,0.0,13.11
26382,"Mapleton, Utah",26.78,67.82,2.76,0.25,2.4
26383,"Springville, Utah",26.37,61.54,7.71,1.25,3.14
26384,"Vineyard, Utah",42.72,51.62,3.98,1.07,0.61
26385,"Farr West, Utah",25.54,61.66,7.44,0.64,4.72
26386,"Harrisville, Utah",28.01,63.33,7.21,0.36,1.09
26387,"Huntsville, Utah",21.76,63.52,9.76,0.0,4.96
26388,"Oak City, Utah",16.06,75.3,4.42,1.2,3.01
26389,"Parowan, Utah",21.09,61.81,7.62,2.27,7.2
26390,"Price, Utah",28.06,48.35,15.09,1.94,6.55
26391,"Garden City, Utah",35.94,38.84,3.77,10.43,11.01
26392,"Cottonwood Heights, Utah",26.9,56.91,10.76,0.54,4.89
26393,"Fairfield, Utah",20.34,66.95,9.32,1.69,1.69
26394,"Apple Valley, Utah",19.7,64.27,8.85,1.5,5.68
26395,"Daniel, Utah",32.48,56.84,4.76,2.2,3.71
26396,"Dutch John, Utah",5.77,94.23,0.0,0.0,0.0
26397,"Interlaken, Utah",67.89,27.52,4.59,0.0,0.0
26398,"Millcreek, Utah",31.54,49.57,11.22,1.52,6.16
26399,"Ivins, Utah",17.13,65.1,11.8,0.71,5.27
26400,"Cedar Highlands, Utah",32.68,67.32,0.0,0.0,0.0
26401,"Beryl Junction, Utah",0.0,34.09,13.64,0.0,52.27
26402,"Bluebell, Utah",18.23,71.82,9.94,0.0,0.0
26403,"Bonanza, Utah",0.0,0.0,0.0,0.0,0.0
26404,"Carbonville, Utah",14.77,58.01,17.86,4.01,5.34
26405,"Central, Utah",5.54,71.11,11.42,6.92,5.02
26406,"Clear Creek, Utah",100.0,0.0,0.0,0.0,0.0
26407,"Copperton, Utah",25.09,59.95,4.7,0.0,10.25
26408,"Ophir, Utah",10.53,57.89,21.05,0.0,10.53
26409,"Herriman, Utah",26.48,62.8,6.4,1.84,2.48
26410,"Independence, Utah",35.25,64.03,0.72,0.0,0.0
26411,"Central Valley, Utah",18.89,69.78,5.77,2.39,3.18
26412,"Laketown, Utah",9.32,76.4,12.42,0.0,1.86
26413,"Redmond, Utah",22.77,55.94,13.2,0.0,8.09
26414,"Salina, Utah",23.78,56.01,12.93,1.27,6.01
26415,"Cove, Utah",17.89,56.23,15.34,2.56,7.99
26416,"Hyde Park, Utah",31.13,58.27,6.43,1.13,3.04
26417,"Richmond, Utah",18.97,63.45,10.93,2.16,4.49
26418,"Bear River City, Utah",21.8,69.01,5.59,0.36,3.24
26419,"Cedar Hills, Utah",34.13,56.6,4.78,1.94,2.56
26420,"Eagle Mountain, Utah",21.69,70.26,5.3,1.75,1.0
26421,"Elk Ridge, Utah",27.12,67.19,3.5,0.25,1.94
26422,"Hanksville, Utah",28.71,49.76,12.92,1.44,7.18
26423,"Hooper, Utah",26.24,65.84,4.75,0.0,3.16
26424,"Mona, Utah",21.58,65.73,4.9,0.3,7.49
26425,"Saratoga Springs, Utah",23.85,68.96,4.87,1.14,1.18
26426,"Woodland Hills, Utah",21.66,71.96,3.29,0.6,2.5
26427,"Bryce Canyon City, Utah",51.02,29.25,17.01,0.0,2.72
26428,"Hideout, Utah",35.1,53.44,5.59,4.3,1.58
26429,"Boulder, Utah",40.0,45.88,12.35,0.0,1.76
26430,"Castle Dale, Utah",19.49,63.84,9.04,1.88,5.74
26431,"Roosevelt, Utah",25.73,60.48,8.58,1.34,3.88
26432,"Oljato-Monument Valley, Utah",57.77,35.97,1.36,1.09,3.81
26433,"Silver Summit, Utah",28.27,62.64,6.16,1.15,1.77
26434,"Peoa, Utah",5.06,56.81,26.07,9.73,2.33
26435,"Pine Valley, Utah",22.75,73.02,0.0,0.0,4.23
26436,"Randolph, Utah",32.13,55.89,4.75,3.23,3.99
26437,"Snyderville, Utah",24.57,63.92,10.61,0.18,0.72
26438,"Spring Glen, Utah",16.21,54.79,13.93,4.0,11.07
26439,"Summit, Utah",23.38,58.01,3.03,12.99,2.6
26440,"Sutherland, Utah",0.0,100.0,0.0,0.0,0.0
26441,"Teasdale, Utah",0.0,88.3,0.0,6.38,5.32
26442,"Thatcher, Utah",17.76,69.13,10.99,0.0,2.11
26443,"Thompson Springs, Utah",55.37,44.63,0.0,0.0,0.0
26444,"Veyo, Utah",13.71,81.05,5.24,0.0,0.0
26445,"Wanship, Utah",37.02,55.33,6.24,0.0,1.41
26446,"West Wood, Utah",22.12,70.5,4.5,0.0,2.88
26447,"Wolf Creek, Utah",20.54,61.82,16.32,0.0,1.31
26448,"Toquerville, Utah",17.77,70.38,5.64,2.02,4.18
26449,"Magna, Utah",32.93,48.53,11.95,2.66,3.93
26450,"Sandy, Utah",26.74,58.38,9.56,1.37,3.95
26451,"Grantsville, Utah",22.9,58.59,12.42,2.53,3.56
26452,"Oasis, Utah",0.0,100.0,0.0,0.0,0.0
26453,"Newcastle, Utah",3.7,65.12,31.17,0.0,0.0
26454,"Mountain Green, Utah",17.76,78.17,3.43,0.64,0.0
26455,"Marion, Utah",30.92,62.82,5.09,0.0,1.17
26456,"West Mountain, Utah",27.8,65.38,5.79,1.03,0.0
26457,"North Ogden, Utah",26.75,61.3,7.73,0.46,3.75
26458,"Manila, Utah",34.17,47.5,10.83,1.67,5.83
26459,"Mayfield, Utah",14.08,70.76,7.58,0.0,7.58
26460,"East Carbon, Utah",21.6,46.04,24.43,1.23,6.7
26461,"Wellington, Utah",18.92,58.16,15.21,1.48,6.22
26462,"Circleville, Utah",15.62,60.16,2.73,4.69,16.8
26463,"Murray, Utah",29.11,48.64,13.84,2.4,6.02
26464,"Dammeron Valley, Utah",6.81,73.56,11.91,0.0,7.72
26465,"Tooele, Utah",27.78,53.42,12.29,1.77,4.75
26466,"Deseret, Utah",20.98,74.13,4.9,0.0,0.0
26467,"Eden, Utah",22.65,64.4,0.0,6.31,6.63
26468,"Emigration Canyon, Utah",21.98,73.84,2.35,0.0,1.83
26469,"Enterprise, Utah",36.38,60.63,2.99,0.0,0.0
26470,"Flaming Gorge, Utah",5.36,71.43,14.29,8.93,0.0
26471,"Fremont, Utah",47.57,35.92,7.77,0.0,8.74
26472,"Hoytsville, Utah",2.85,80.78,8.9,0.0,7.47
26473,"Jensen, Utah",0.0,73.97,0.0,0.0,26.03
26474,"Kenilworth, Utah",9.13,28.7,49.13,9.57,3.48
26475,"Liberty, Utah",18.13,69.92,6.81,2.94,2.2
26476,"Echo, Utah",50.7,49.3,0.0,0.0,0.0
26477,"South Ogden, Utah",23.21,58.22,11.39,1.31,5.87
26478,"Loa, Utah",14.82,61.81,15.83,1.01,6.53
26479,"Syracuse, Utah",25.96,65.78,5.69,1.15,1.42
26480,"Bluff, Utah",14.08,74.65,0.0,0.0,11.27
26481,"Navajo Mountain, Utah",59.91,24.88,4.15,0.92,10.14
26482,"White Mesa, Utah",54.55,11.36,4.55,0.0,29.55
26483,"Clawson, Utah",5.3,87.12,6.06,0.0,1.52
26484,"Ferron, Utah",16.93,65.1,9.6,0.61,7.77
26485,"Huntington, Utah",23.78,59.43,10.56,1.04,5.18
26486,"Orangeville, Utah",16.22,73.7,5.76,0.96,3.36
26487,"Alton, Utah",24.0,68.0,3.0,0.0,5.0
26488,"Annabella, Utah",21.14,71.14,4.36,0.0,3.36
26489,"Aurora, Utah",16.23,74.42,4.97,0.0,4.39
26490,"Glenwood, Utah",23.27,70.05,2.48,0.0,4.21
26491,"Koosharem, Utah",31.91,56.91,6.91,0.0,4.26
26492,"Mendon, Utah",23.98,68.94,3.6,0.62,2.86
26493,"Richfield, Utah",24.39,57.14,11.08,1.45,5.93
26494,"Benson, Utah",25.02,64.78,2.59,0.0,7.6
26495,"Hyrum, Utah",28.03,62.28,6.69,1.24,1.76
26496,"Providence, Utah",24.63,62.7,6.51,1.67,4.48
26497,"Wellsville, Utah",25.86,63.55,6.11,1.17,3.31
26498,"Antimony, Utah",10.26,67.95,10.26,0.0,11.54
26499,"Morgan, Utah",19.99,70.24,5.88,0.24,3.66
26500,"Tropic, Utah",26.04,63.24,4.38,1.97,4.38
26501,"Halchita, Utah",73.58,20.33,1.63,2.85,1.63
26502,"Cedar City, Utah",33.6,53.25,9.55,1.39,2.2
26503,"Duchesne, Utah",24.33,56.88,9.76,2.26,6.77
26504,"Granite, Utah",19.18,73.49,5.02,2.32,0.0
26505,"Salt Lake City, Utah",42.07,41.62,10.78,1.55,3.97
26506,"Payson, Utah",29.89,56.74,8.09,1.26,4.02
26507,"Heber, Utah",32.68,57.71,7.23,0.76,1.63
26508,"Centerfield, Utah",16.82,64.89,9.93,1.57,6.79
26509,"Vernon, Utah",23.48,66.96,5.22,3.04,1.3
26510,"Midway, Utah",16.77,65.01,11.72,1.17,5.34
26511,"Wallsburg, Utah",22.05,69.96,4.56,0.0,3.42
26512,"La Verkin, Utah",21.88,55.92,13.86,2.37,5.97
26513,"Salem, Utah",26.71,64.53,5.03,1.26,2.48
26514,"Tabiona, Utah",17.14,68.57,9.52,0.0,4.76
26515,"Spanish Fork, Utah",27.01,62.03,7.18,1.4,2.38
26516,"Logan, Utah",42.24,47.14,6.96,1.19,2.48
26517,"Spanish Valley, Utah",25.0,43.88,4.79,0.0,26.33
26518,"Nephi, Utah",23.99,61.17,9.23,0.78,4.83
26519,"Fielding, Utah",16.71,64.07,10.86,3.06,5.29
26520,"Castle Valley, Utah",17.36,65.74,11.34,0.0,5.56
26521,"Garden, Utah",23.86,58.88,0.0,0.0,17.26
26522,"Riverside, Utah",20.83,68.98,7.68,0.0,2.51
26523,"Fountain Green, Utah",25.31,59.73,7.42,0.56,6.97
26524,"Tselakai Dezza, Utah",42.05,53.41,2.27,0.0,2.27
26525,"Lake Shore, Utah",21.94,68.88,5.1,0.0,4.08
26526,"Santaquin, Utah",25.85,65.35,5.82,1.27,1.72
26527,"Montezuma Creek, Utah",50.38,28.2,11.28,1.5,8.65
26528,"Cleveland, Utah",22.2,63.25,4.77,0.0,9.79
26529,"Emery, Utah",16.38,65.95,9.91,0.86,6.9
26530,"Big Water, Utah",30.0,36.96,17.39,0.0,15.65
26531,"Joseph, Utah",33.43,54.63,8.96,0.6,2.39
26532,"Monroe, Utah",17.07,65.39,12.13,0.26,5.15
26533,"Millville, Utah",20.13,72.18,4.61,0.0,3.07
26534,"Nibley, Utah",26.91,66.93,4.56,0.76,0.85
26535,"River Heights, Utah",24.74,65.57,5.15,0.2,4.35
